iso3,country,WHO_region,income_group,female_smoking_2000,female_smoking_2005,female_smoking_2010,female_smoking_2022,historical_female_smoking,clean_fuel_2020,clean_fuel_urban_2020,clean_fuel_rural_2020,clean_fuel_deficit,rural_clean_fuel_disadvantage,PM25_2019,female_LC_mort_2021,female_LC_YLL_2021,female_LC_DALY_2021,female_LC_incidence_2021,GDP,HDI,SDI,urbanisation,age65,analysis_core_complete,analysis_core_plus_covariates_complete,smoking_adjusted_burden_residual_mortality,smoking_adjusted_burden_residual_YLL,smoking_adjusted_burden_residual_DALY,multiple_exposure_score_equal_weighted
SLB,Solomon Islands,Western Pacific,Lower-middle-income,26.6,24.6,22.8,19.4,24.666666666666668,8.6,34.8,1.1,91.4,33.7,7.8289,1.9223241806030271,58.7274284362793,60.19597014473861,11.155058860778809,1996.8697509765625,,0.429360316,28.6889396820578,3.65490567361425,True,False,-0.3905830817562564,-0.5573922805797684,-0.5496005063810446,0.5329671039464371
SLE,Sierra Leone,African,Low-income,10.2,8.1,6.6,3.9,8.299999999999999,0.8,1.4,0.0,99.2,1.4,39.4217,0.3585092723369598,11.669010162353516,12.048172271362263,3.044829607009888,886.1929321289062,0.4560000002384186,0.358665881,43.7345385973699,3.15159411173026,True,True,-0.0576970606543269,-0.1209739023461225,-0.1184245654023103,0.8714418586585357
SLV,El Salvador,Americas,Upper-middle-income,3.9,3.3,2.8,1.9,3.333333333333333,92.0,97.1,81.2,8.0,15.899999999999991,22.15224,4.913011074066162,103.57169342041016,105.52278446116472,7.678675174713135,4642.607421875,0.6690000295639038,0.563775188,73.6838531494141,7.76244342933013,True,True,-0.0286077708185274,-0.0741963752315894,-0.0717295964199875,-0.4281645657220495
SMR,San Marino,European,High-income,,,,,,100.0,100.0,100.0,0.0,0.0,9.84868,21.25851249694824,418.47894287109375,425.04606523118673,11.67405128479004,54168.984375,,0.888005474,97.1035668453272,20.3977149468508,False,False,,,,
SOM,Somalia,Eastern Mediterranean,Low-income,,,,,,3.7,6.4,0.4,96.3,6.0,14.27733,1.4116023778915403,40.89111709594727,41.10139344800192,2.015273094177246,549.11474609375,0.3610000014305115,0.077688109,52.9060649733324,2.5370971711291,False,False,,,,
SRB,Serbia,European,Upper-middle-income,39.1,38.9,39.1,39.1,39.03333333333333,79.5,91.3,64.3,20.5,27.0,21.73909,46.81939315795898,1116.9820556640625,1128.1675264262783,23.10849952697754,9680.5283203125,0.8040000200271606,0.792416294,61.363899230957,21.888601009739,True,True,0.5270905175213525,1.0009723004874949,0.9863292333873626,0.8720458420172942
SSD,South Sudan,African,Low-income,,,,,,0.0,0.0,0.0,100.0,0.0,20.18219,0.911211371421814,26.089439392089844,26.496193592866607,3.212923049926758,1080.147216796875,0.3810000121593475,0.278371125,20.4811115270532,2.76169313201629,False,False,,,,
STP,Sao Tome and Principe,African,Lower-middle-income,2.3,1.8,1.4,0.9,1.8333333333333333,3.5,4.4,0.8,96.5,3.6000000000000005,33.74991,5.034911155700684,151.15451049804688,152.10233258788216,7.440369129180908,2362.58837890625,0.609000027179718,0.505413747,68.1738967895508,3.83175422709395,True,True,0.1426517520928714,0.2825427690273861,0.277948273466404,0.6127509482380028
SUR,Suriname,Americas,Upper-middle-income,,,,,,94.6,97.5,90.5,5.400000000000006,7.0,12.17056,11.128458976745604,252.63592529296875,254.6011790076759,8.186955451965332,5029.84814453125,0.6890000104904175,0.633665739,65.9853973388672,7.164393360695,False,False,,,,
SVK,Slovakia,European,High-income,20.7,22.0,23.7,28.5,22.133333333333336,100.0,100.0,100.0,0.0,0.0,15.89146,22.898902893066406,491.923828125,497.7490437758727,12.52977180480957,22132.44921875,0.8519999980926514,0.81061053,53.1901479870605,17.1648882487724,True,True,-0.2439211387867281,-0.2273652441904173,-0.2304961945034447,0.2050975925742057
SVN,Slovenia,European,High-income,23.1,22.0,20.9,18.5,22.0,100.0,100.0,100.0,0.0,0.0,14.07638,42.21352767944336,879.3385009765625,890.1163773253368,20.36590003967285,29187.369140625,0.9160000085830688,0.842430731,55.3046289429588,20.4309073032618,True,True,0.5352086511071062,0.6452629675685214,0.6373480322474192,-0.1612131554912605
SWE,Sweden,European,High-income,35.7,27.8,21.7,11.9,28.4,100.0,100.0,100.0,0.0,0.0,5.95539,37.45182037353515,666.2825317382812,675.63301689603,19.11013984680176,61174.96875,0.9490000009536744,0.886880299,88.1741651958315,20.1967832299352,True,True,0.1133814427423713,-0.1616531328789876,-0.1634056225685557,-0.5713000858535073
SWZ,Eswatini,African,Lower-middle-income,3.7,2.7,2.0,1.0,2.8000000000000003,49.4,90.7,30.8,50.6,59.900000000000006,15.07308,1.544754147529602,52.40889739990234,53.884238975043,10.604281425476074,3966.298583984375,0.6119999885559082,0.585459713,25.0156180525173,3.92290361252568,True,True,-0.1317841535198932,-0.0774088925180135,-0.0767947055200457,-0.2484508558851724
SYC,Seychelles,African,High-income,9.1,8.1,7.2,5.6,8.133333333333333,100.0,100.0,100.0,0.0,0.0,16.95663,8.247639656066895,185.17576599121097,186.9510507131789,6.534588813781738,14982.9111328125,,0.730150775,44.6026796065539,7.89185892875292,True,False,-0.3139885172477122,-0.2197936576185984,-0.2260462245451794,-0.5067972170557496
SYR,Syrian Arab Republic,Eastern Mediterranean,Low-income,,,,,,92.4,98.9,91.9,7.599999999999994,7.0,25.14079,5.825285911560059,163.5479278564453,164.57022623758172,6.414451599121094,663.6142578125,0.5580000281333923,0.623004075,73.0125007629395,4.61846785630824,False,False,,,,
TCD,Chad,African,Low-income,3.3,2.8,2.3,1.6,2.7999999999999994,7.4,30.7,0.1,92.6,30.6,41.15263,0.4146235585212707,12.241251945495604,12.49078472657602,2.8329591751098637,946.3585205078124,0.3930000066757202,0.240436019,25.2312246423075,2.04727900320802,True,True,0.1155679437014406,0.0740616604803121,0.0752652337041025,0.7804235653376278
TGO,Togo,African,Low-income,1.3,1.0,0.9,0.5,1.0666666666666669,10.6,21.9,1.1,89.4,20.8,35.65757,0.4381218552589417,12.70047664642334,13.114650325968109,3.443824052810669,939.6134033203124,0.5450000166893005,0.408533695,42.3105904515122,3.07259371742261,True,True,0.0573998097291012,0.022733402648555,0.024413827446871,0.5827739687865192
THA,Thailand,South-East Asia,Upper-middle-income,3.2,2.7,2.2,1.5,2.7000000000000006,84.4,90.9,77.4,15.599999999999994,13.5,24.63927,20.81014442443848,455.0804138183594,461.1546208128767,15.64688777923584,7057.20751953125,0.796999990940094,0.682547933,58.5087776184082,13.4920297885888,True,True,0.2403164643435525,0.3666246857257061,0.3644646060324105,-0.3126428038744429
TJK,Tajikistan,European,Lower-middle-income,,,,,,84.8,98.4,79.8,15.200000000000005,18.60000000000001,53.64558,2.589667320251465,83.09662628173828,83.79399704743801,4.64017915725708,896.748046875,0.6769999861717224,0.541511187,26.1991525151375,3.33981193867687,False,False,,,,
TKL,Tokelau,Western Pacific,,,,,,,,,,,,,18.12651252746582,412.883056640625,,,,,0.686425621,,,False,False,,,,
TKM,Turkmenistan,European,Upper-middle-income,0.7,0.6,0.6,0.5,0.6333333333333333,99.9,99.9,99.9,0.0999999999999943,0.0,26.40925,3.5412709712982178,104.0526885986328,104.8993077196891,3.755047082901001,7051.2021484375,0.7400000095367432,0.682160776,47.0581410301711,3.88663013699789,True,True,0.2467423753015646,0.2113591921707956,0.2117943474708409,-0.4403908185763348
TLS,Timor-Leste,South-East Asia,Lower-middle-income,10.0,8.4,7.2,4.9,8.533333333333333,14.9,32.2,5.7,85.1,26.500000000000004,20.47387,4.3441996574401855,103.47958374023438,104.67267211468037,8.085492134094238,2684.826904296875,0.5740000009536743,0.444667619,28.7927371734472,5.48117841243695,True,True,0.0096691740593905,-0.0567024859949221,-0.0542337061584068,0.3169271416457666
TON,Tonga,Western Pacific,Upper-middle-income,13.7,14.1,14.4,15.5,14.066666666666665,85.2,94.6,82.2,14.799999999999995,12.399999999999991,7.52079,10.68076229095459,253.2491607666016,255.4822481422929,12.282086372375488,4912.57958984375,0.7379999756813049,0.626349936,21.258003897665,6.42196616724887,True,True,-0.0682208687579395,-0.0716087451482977,-0.0737704545834262,-0.2849488830417996
TTO,Trinidad and Tobago,Americas,High-income,,,,,,100.0,100.0,100.0,0.0,0.0,10.26482,7.689085960388184,172.33253479003906,173.94679037605377,4.792792797088623,17679.181640625,0.8040000200271606,0.768763254,53.9421278853848,10.9155131938691,False,False,,,,
TUN,Tunisia,Eastern Mediterranean,Lower-middle-income,4.4,3.5,2.7,1.6,3.5333333333333337,99.9,99.9,99.8,0.0999999999999943,0.1000000000000085,26.52402,5.240353584289551,125.30999755859376,126.29222754581264,3.498265266418457,3906.939208984375,0.7289999723434448,0.682432216,69.3997523770568,8.55788701156501,True,True,-0.1844399827488719,-0.1658460138845759,-0.1667995393333072,-0.4021605626141407
TUR,Türkiye,European,Upper-middle-income,14.7,15.7,16.8,19.8,15.733333333333334,95.3,99.6,83.9,4.700000000000003,15.699999999999989,23.25106,13.80827808380127,329.4829406738281,332.1330992611215,10.38957691192627,9743.212890625,0.8410000205039978,0.712692673,89.1762048153239,9.38495985854274,True,True,0.0927020356422399,0.1132391349440354,0.1096374412259802,0.1457531495696837
TUV,Tuvalu,Western Pacific,Upper-middle-income,27.5,25.2,23.1,19.1,25.26666666666667,75.0,96.0,42.1,25.0,53.9,6.80654,13.88291358947754,359.2380676269531,362.0797991423567,13.447656631469728,5905.08203125,0.652999997138977,0.576620529,62.6098296425994,5.75857163878942,True,True,-0.0207159550807941,0.0667601962055847,0.0626345189011578,-0.0951457116324255
TZA,United Republic of Tanzania,African,Lower-middle-income,3.1,2.6,2.1,1.3,2.6,6.9,17.1,1.7,93.1,15.400000000000002,15.36389,1.1941900253295898,33.560550689697266,34.01429792411299,4.202022552490234,1159.8565673828125,0.5289999842643738,0.446568273,34.3500111758619,3.02778931323895,True,True,0.0578056190248372,0.0432823105406363,0.043809565571863,0.1482187584570446
UGA,Uganda,African,Low-income,8.2,5.9,4.3,2.0,6.133333333333333,1.4,3.1,0.7,98.6,2.4000000000000004,31.31261,0.8160120248794556,25.22553825378418,25.642070883847417,5.516185283660889,882.7916870117188,0.5450000166893005,0.423261181,29.2362957789022,2.08577565298721,True,True,0.0915371354116431,0.0511621554776641,0.0527513227322935,0.6077051694038231
UKR,Ukraine,European,Upper-middle-income,14.1,13.4,12.8,11.5,13.433333333333332,95.3,99.1,87.8,4.700000000000003,11.299999999999995,13.50727,10.76949405670166,257.0096740722656,260.3391826918238,6.700392246246338,4775.94580078125,0.7549999952316284,0.760773913,69.4027032653896,17.3880676697975,True,True,-0.6487452306496417,-0.6602378543252532,-0.6576123019013267,-0.3585600235290281
URY,Uruguay,Americas,High-income,29.5,26.2,23.3,17.5,26.33333333333333,100.0,100.0,100.0,0.0,0.0,8.47571,28.057729721069336,647.5122680664064,653.6165567364702,15.555813789367676,17881.818359375,0.8140000104904175,0.719283445,95.4497146606445,15.4839800871112,True,True,0.1218496852487091,0.3668454114499137,0.3556594205322522,-0.3296019075329502
USA,United States of America,Americas,High-income,25.3,23.0,21.0,16.8,23.1,100.0,100.0,100.0,0.0,0.0,7.17987,37.74345397949219,742.6343383789062,757.8612968728424,32.50344467163086,71307.3984375,0.9210000038146972,0.862448354,80.0074765140272,16.4737700238047,True,True,0.4839691142890732,0.5211705956730273,0.5295490758440907,-0.3836606582697295
UZB,Uzbekistan,European,Lower-middle-income,1.4,1.3,1.2,1.0,1.3,80.7,97.6,71.8,19.3,25.8,40.97948,3.482344388961792,110.04450225830078,110.85573335526696,3.701844930648804,2258.51953125,0.7210000157356262,0.662621694,50.9269905090332,5.41000605498317,True,True,0.2240556554253,0.1834925012918051,0.1854375879917531,0.1016090894621432
VCT,Saint Vincent and the Grenadines,Americas,Upper-middle-income,,,,,,91.9,95.4,95.2,8.099999999999994,0.2000000000000028,9.41283,8.158809661865234,188.29660034179688,190.2677739874057,6.4705119132995605,8641.279296875,,0.637195963,47.4554100739049,10.966929531996,False,False,,,,
VEN,Venezuela (Bolivarian Republic of),Americas,,,,,,,94.55,97.3,83.4,5.450000000000003,13.899999999999991,16.21392,13.973526000976564,340.79327392578125,344.0358560070296,12.331428527832031,15943.6123046875,0.6899999976158142,0.596513059,89.1766444746891,8.63156214646269,False,False,,,,
VNM,Viet Nam,Western Pacific,Lower-middle-income,2.4,1.9,1.6,1.0,1.9666666666666668,95.9,98.5,95.0,4.099999999999994,3.5,20.8923,14.051995277404783,367.1763916015625,370.4065940161813,11.338139533996582,3704.193603515625,0.7179999947547913,0.627933721,36.6540656426603,7.88570347458642,True,True,0.2110507043557922,0.4028667812529983,0.3973243272272525,-0.5226585732938591
VUT,Vanuatu,Western Pacific,Lower-middle-income,,,,,,17.2,46.0,6.85,82.8,39.15,8.42148,1.521994709968567,47.99360656738281,48.87568646318362,7.517294883728027,3211.719482421875,0.6140000224113464,0.473100706,22.2501822422475,4.09620474158012,False,False,,,,
WSM,Samoa,Western Pacific,Upper-middle-income,23.1,20.2,17.8,13.3,20.366666666666664,36.6,64.45,29.9,63.4,34.550000000000004,7.77989,11.213470458984377,242.48272705078125,243.0828628722595,3.308155298233032,3947.645263671875,0.7080000042915344,0.593392769,17.5672426452007,5.42078501630188,True,True,-0.0261477268203071,-0.1237976948457419,-0.129246474498656,0.0849363677688378
YEM,Yemen,Eastern Mediterranean,Low-income,13.1,11.1,9.4,6.5,11.2,51.3,89.9,30.8,48.7,59.10000000000001,41.60944,2.0233654975891118,62.2950439453125,62.738997448676784,4.1949543952941895,633.88720703125,0.4250000119209289,0.450376375,36.0704951256305,2.5188817823842,True,True,0.2227218671671293,0.1489757253180461,0.1528309212277719,0.5569492848548833
ZAF,South Africa,African,Upper-middle-income,11.7,10.2,8.9,6.5,10.266666666666666,88.1,95.7,68.2,11.900000000000006,27.5,19.74802,10.407913208007812,244.0896148681641,246.362323113558,11.09911823272705,6843.3994140625,0.7210000157356262,0.679626598,63.4503925883909,6.23462554910074,True,True,-0.0009715934283119378,0.1148754922410027,0.1088757552290856,-0.3035516916045428
ZMB,Zambia,African,Lower-middle-income,5.7,4.8,4.0,2.7,4.833333333333333,10.9,21.3,2.3,89.1,19.0,16.8967,0.9137298464775084,28.041139602661133,28.58740332305342,6.251037120819092,1127.1607666015625,0.5649999976158142,0.505948954,44.2353731410926,1.82696220580829,True,True,0.1135133557565752,0.0842531003647203,0.0857264087753702,0.1948331805134774
ZWE,Zimbabwe,African,Lower-middle-income,2.9,2.2,1.6,0.8,2.233333333333333,30.3,78.1,6.8,69.7,71.3,13.07553,1.852077841758728,44.90275955200195,45.9944193228721,9.77342128753662,1724.3873291015625,0.5490000247955322,0.473819486,37.8692058859373,3.59797394603224,True,True,0.0100730040696647,0.0044560330715499,0.005690059113315,-0.1327148225036717
