iso3,country,WHO_region,income_group,female_smoking_2000,female_smoking_2005,female_smoking_2010,female_smoking_2022,historical_female_smoking,clean_fuel_2020,clean_fuel_urban_2020,clean_fuel_rural_2020,clean_fuel_deficit,rural_clean_fuel_disadvantage,PM25_2019,female_LC_mort_2021,female_LC_YLL_2021,female_LC_DALY_2021,female_LC_incidence_2021,GDP,HDI,SDI,urbanisation,age65,analysis_core_complete,analysis_core_plus_covariates_complete,smoking_adjusted_burden_residual_mortality,smoking_adjusted_burden_residual_YLL,smoking_adjusted_burden_residual_DALY,multiple_exposure_score_equal_weighted
BRN,Brunei Darussalam,Western Pacific,High-income,5.1,4.2,3.4,2.2,4.233333333333333,100.0,100.0,100.0,0.0,0.0,6.86475,13.679767608642578,321.7373962402344,326.28210660053185,22.94931030273437,31006.962890625,,0.810234367,74.7667316936175,5.92302098310792,True,False,0.099479576018395,0.2070401150112501,0.204954488840479,-0.8617053188216444
BTN,Bhutan,South-East Asia,Lower-middle-income,11.9,8.3,5.9,2.6,8.700000000000001,88.3,97.8,81.9,11.700000000000005,15.899999999999991,26.09506,6.550197124481201,190.94960021972656,191.67450620134355,3.565297842025757,3570.612548828125,0.6769999861717224,0.473062378,40.3075199874379,6.12663882446322,True,True,0.0463227729827176,0.124697087415339,0.1212007864458706,-0.2766724353932406
BWA,Botswana,African,Upper-middle-income,9.9,7.8,6.2,3.5,7.966666666666666,65.1,85.9,26.7,34.900000000000006,59.2,12.8184,1.1814955472946167,34.19679641723633,35.30298518822092,8.137185096740723,7807.88818359375,0.6800000071525574,0.642721629,66.5182767068255,3.86903194145347,True,True,-0.2964124962026056,-0.286705179219512,-0.2862991947691004,-0.3630764730208558
CAF,Central African Republic,African,Low-income,,,,,,0.8,1.7,0.0,99.2,1.7,27.19802,0.6284513473510742,17.46633529663086,17.83142954787068,3.656106472015381,492.2631530761719,0.3869999945163727,0.30916769,42.8547782897949,2.22176796228556,False,False,,,,
CAN,Canada,Americas,High-income,26.8,21.2,17.0,9.7,21.666666666666668,100.0,100.0,100.0,0.0,0.0,6.38944,49.90150451660156,945.0972900390624,963.1437379584617,33.99897003173828,52886.66015625,0.9340000152587892,0.87317068,82.1779279079275,18.4822592321013,True,True,1.048949212133635,1.0146080378652198,1.0217233257261802,-0.6316265392211541
CHE,Switzerland,European,High-income,23.6,23.6,23.3,22.9,23.5,100.0,100.0,100.0,0.0,0.0,8.96682,32.16400146484375,638.639404296875,650.0646619022291,22.04412078857422,93664.7734375,0.9649999737739564,0.933059111,84.2006477608879,18.9280297681521,True,True,-0.0459807036170692,-0.0803007275293159,-0.0758424657182433,-0.1436841113911441
CHL,Chile,Americas,High-income,42.5,38.2,34.3,26.7,38.333333333333336,100.0,100.0,100.0,0.0,0.0,20.48648,16.295358657836914,308.1735534667969,312.1087226605914,11.290746688842772,16206.8330078125,0.8560000061988831,0.771514716,88.4660511664452,12.9564336220791,True,True,-0.4959011823549995,-0.664100293556242,-0.6636392033788819,0.2588252318315059
CHN,China,Western Pacific,Upper-middle-income,3.2,2.7,2.3,1.6,2.733333333333333,83.8,93.3,68.7,16.200000000000003,24.59999999999999,38.153,38.2402229309082,842.542236328125,852.9117157672569,28.16343307495117,12887.435546875,0.7850000262260437,0.72162976,64.721076965332,13.2057410345267,True,True,0.9737583431131313,1.2703757864762033,1.2610756790045743,0.0245060534712007
CIV,Côte d'Ivoire,African,Lower-middle-income,1.2,1.0,0.8,0.5,1.0,36.9,64.6,5.3,63.1,59.3,40.41493,0.5245752930641174,15.801276206970217,16.004490663468168,2.163170337677002,2455.981201171875,0.5299999713897705,0.425941883,52.3183461956059,2.50752060498244,True,True,0.010212653047464,0.0002643859317936308,-0.0002315614237121573,0.4633291711135558
CMR,Cameroon,African,Lower-middle-income,1.3,0.9,0.7,0.3,0.9666666666666668,27.4,46.4,4.3,72.6,42.1,56.36692,0.9084367752075196,25.336105346679688,25.740482985575195,3.969704151153565,1672.3265380859375,0.5809999704360962,0.479691223,54.5548664463635,2.76610261605669,True,True,0.0509176380791498,0.0393546336906373,0.0396094848148903,0.9296573329164214
COD,Democratic Republic of the Congo,African,Low-income,1.8,1.4,1.1,0.6,1.4333333333333336,4.4,9.8,0.6,95.6,9.2,31.57858,0.7599872350692749,20.978715896606445,21.405538391326196,3.853737354278565,558.0340576171875,0.4749999940395355,0.383179849,43.6290681792218,3.07362816575775,True,True,0.1248410221250939,0.0829270555561948,0.0851111029244051,0.5422477050312561
COG,Congo,African,Lower-middle-income,2.7,2.0,1.6,0.9,2.1,35.4,49.8,4.2,64.6,45.6,29.48397,0.5786452889442444,19.395034790039062,20.262760923933552,7.5115251541137695,2516.16259765625,0.5979999899864197,0.583075236,63.6179125824196,2.79756246538846,True,True,-0.030354549240269,-0.0372245313723741,-0.0357206183092203,0.223858160667583
COK,Cook Islands,Western Pacific,,33.2,30.3,27.4,22.2,30.3,76.1,97.9,19.6,23.90000000000001,78.30000000000001,7.80121,15.27880573272705,356.2694396972656,359.6155662842824,10.952980995178224,,,0.779109955,,,True,False,,,,0.019080269349775
COL,Colombia,Americas,Upper-middle-income,8.6,7.3,6.2,4.4,7.366666666666666,90.9,99.0,60.9,9.099999999999994,38.1,14.03552,7.445199966430664,156.31385803222656,158.6149096763258,8.33867073059082,6222.62158203125,0.7519999742507935,0.655442913,77.8339570326128,8.71354982025291,True,True,-0.0595753072492474,-0.0962099705610816,-0.0952499372605201,-0.5351301420176654
COM,Comoros,African,Lower-middle-income,13.5,8.8,5.7,2.1,9.333333333333334,8.3,16.55,4.4,91.7,12.15,14.3724,0.9044564962387084,25.93172073364257,26.563828802583863,4.386782169342041,1587.7298583984375,0.5849999785423279,0.475978688,32.4124444313246,4.45565096443363,True,True,-0.2156095454856217,-0.2520727904358025,-0.2503951817473792,0.1373713231515276
CPV,Cabo Verde,African,Upper-middle-income,4.9,4.3,3.7,2.7,4.3,81.0,94.3,51.0,19.0,43.3,31.08072,4.489012241363525,86.73439025878906,88.55464280649502,9.17820644378662,3971.444091796875,0.6499999761581421,0.533534539,74.1607930892827,6.13617755961978,True,True,-0.1761361645370976,-0.1914364165367493,-0.1907560752458676,-0.0869736244560935
CRI,Costa Rica,Americas,High-income,9.5,8.0,6.8,4.5,8.1,95.9,98.2,88.4,4.099999999999994,9.799999999999995,14.69544,5.184364318847656,111.79977416992188,113.53717498876368,5.466163158416748,12838.1181640625,0.8040000200271606,0.700340477,77.9868940200009,10.8653726911381,True,True,-0.4570551096826897,-0.4807248955981353,-0.4802870805938461,-0.5605615891646106
CUB,Cuba,Americas,Upper-middle-income,29.7,22.9,17.7,9.5,23.433333333333337,94.7,97.0,89.7,5.299999999999997,7.299999999999997,13.31979,36.49993896484375,760.8265991210938,770.1218581864084,22.55362701416016,9605.26171875,0.7419999837875366,0.668729864,77.0987701416016,15.7445780469879,True,True,0.6826483066124798,0.7938466915472133,0.7869655695121089,-0.4221905455018899
CYP,Cyprus,European,High-income,21.1,21.7,22.0,23.9,21.6,100.0,100.0,100.0,0.0,0.0,14.51621,14.76042652130127,288.02056884765625,292.3806010727473,10.364928245544434,33734.03515625,,0.835630545,66.6718365394971,13.8514250837978,True,False,-0.4548373065028295,-0.5914553845262897,-0.5894971957593277,0.0234578549503546
CZE,Czechia,European,High-income,28.4,27.8,27.4,26.5,27.866666666666664,100.0,100.0,100.0,0.0,0.0,14.34125,34.687931060791016,695.2521362304688,705.7858664235174,20.53362274169922,27696.462890625,0.890999972820282,0.828450433,72.6810594374316,20.5371541683077,True,True,0.0205964192944278,-0.0260563309126375,-0.0247287870471712,0.1029708465774836
DEU,Germany,European,High-income,31.6,28.3,25.3,19.3,28.4,100.0,100.0,100.0,0.0,0.0,10.73096,43.45861053466797,895.8912963867188,910.5653129211546,25.003522872924805,52265.65234375,0.9480000138282776,0.902957091,81.6325870653934,22.1345373657439,True,True,0.3021178399586846,0.3809912441077576,0.3838770954138418,-0.2167769204554808
DJI,Djibouti,Eastern Mediterranean,Lower-middle-income,,,,,,9.7,11.9,0.2,90.3,11.7,19.98484,1.6016274690628052,43.55792236328125,44.33742404860159,4.905293941497803,3025.911376953125,0.5120000243186951,0.487958371,72.2882954556515,4.54105603755815,False,False,,,,
DMA,Dominica,Americas,Upper-middle-income,,,,,,87.7,96.1,78.8,12.299999999999995,17.299999999999997,8.22238,11.73472785949707,274.13116455078125,276.86712714084626,9.946171760559082,8376.404296875,,0.746967185,72.2613620044042,12.4110889556858,False,False,,,,
DNK,Denmark,European,High-income,34.7,29.1,24.4,16.1,29.4,100.0,100.0,100.0,0.0,0.0,9.65653,66.5417251586914,1242.6527099609375,1262.2191114900104,37.91367721557617,69727.984375,0.9470000267028807,0.896424204,88.2616449318149,20.2481262517018,True,True,1.7125517312645937,1.5337583440772224,1.5338134257055478,-0.3459975085780705
DOM,Dominican Republic,Americas,Upper-middle-income,15.0,12.0,9.6,5.8,12.2,92.3,96.4,76.7,7.700000000000003,19.700000000000003,7.58534,10.56827163696289,245.8771820068359,247.93247576177504,9.20030403137207,8527.0751953125,0.7559999823570251,0.619388201,72.9243347395035,7.02934527971945,True,True,0.1519021839628899,0.193654851560984,0.1894863821705706,-0.6593654999333542
DZA,Algeria,African,Upper-middle-income,1.8,1.4,1.0,0.6,1.4,99.7,99.9,98.9,0.2999999999999971,1.0,22.68313,2.655426025390625,72.21320343017578,72.69834992663829,2.4630491733551025,4160.55908203125,0.7400000095367432,0.659500924,73.6199218261573,6.0140413442485,True,True,-0.2294265707992663,-0.1730577654807412,-0.1760120828346025,-0.5259753435873932
ECU,Ecuador,Americas,Upper-middle-income,6.2,5.1,4.2,2.6,5.166666666666667,94.6,99.0,86.0,5.400000000000006,13.0,16.54855,4.066473960876465,89.53636169433594,90.97942239572782,6.521341323852539,6061.32373046875,0.7459999918937683,0.661017053,63.0871268249117,7.67036612479336,True,True,-0.1246954746132521,-0.1645039137099704,-0.1631799976006661,-0.5650991145530405
EGY,Egypt,Eastern Mediterranean,Lower-middle-income,0.9,0.7,0.6,0.4,0.7333333333333334,99.9,99.9,99.9,0.0999999999999943,0.0,63.15743,3.043804168701172,82.90209197998047,84.1532531654936,7.724018573760986,3827.354248046875,0.7260000109672546,0.606787094,42.5686062621468,4.74091190346445,True,True,0.0608010246915421,0.0803366218069022,0.0816539699934807,0.449856672420579
ERI,Eritrea,African,Low-income,,,,,,11.7,25.4,1.0,88.3,24.4,22.74486,1.6311657428741455,42.66845703125,43.299009918009865,4.527814865112305,688.681640625,0.4900000095367432,0.403863943,34.9871139526367,4.10061181732461,False,False,,,,
ESP,Spain,European,High-income,27.6,27.6,27.6,27.5,27.600000000000005,100.0,100.0,100.0,0.0,0.0,9.3416,23.97655296325684,532.022216796875,538.9146015223034,13.318222999572754,30799.478515625,0.9039999842643738,0.769283698,79.7846242983598,19.8133822943511,True,True,-0.5259172490100831,-0.4604841100311262,-0.4620219345611748,0.013630905299204
EST,Estonia,European,High-income,27.3,25.8,24.5,21.5,25.866666666666664,100.0,100.0,100.0,0.0,0.0,6.35007,24.21798324584961,453.3100280761719,459.0431579746854,10.081650733947754,27953.767578125,0.8899999856948853,0.844917787,70.1777274135822,20.4337977975588,True,True,-0.528810725080654,-0.7056539210568143,-0.7069036887561555,-0.2524111471373975
ETH,Ethiopia,African,,0.8,0.8,0.8,0.9,0.8000000000000002,6.2,22.8,0.3,93.8,22.5,21.80471,1.870569467544556,55.36110305786133,55.66451340798002,2.581786155700684,910.9478759765624,0.4889999926090241,0.358823295,22.1067085266113,3.0936119750557,True,True,0.1426791964438288,0.1589049912695745,0.1579577018031935,0.2981868305669533
FIN,Finland,European,High-income,23.8,21.8,19.8,15.9,21.8,100.0,100.0,100.0,0.0,0.0,5.46669,33.45931625366211,611.2110595703125,622.2950413727868,17.839601516723633,53099.13671875,0.9409999847412108,0.859831368,73.3710215780329,22.8749565743109,True,True,-0.2234668261580739,-0.4081823618983124,-0.4027944594587748,-0.4543099224924602
FJI,Fiji,Western Pacific,Upper-middle-income,15.9,15.3,14.5,13.2,15.233333333333334,49.5,67.45,25.9,50.5,41.55,7.36073,4.476085662841797,120.2942886352539,121.54387495018074,6.282656192779541,4696.1708984375,0.7149999737739563,0.675051631,57.6618364761928,6.10366844076268,True,True,-0.4011974105283406,-0.4670323244265449,-0.4649678831976571,-0.0437976345389552
FRA,France,European,High-income,30.1,30.8,31.6,33.7,30.83333333333333,100.0,100.0,100.0,0.0,0.0,10.45709,32.80043029785156,697.621337890625,709.6615956912832,22.367698669433597,43725.1015625,0.906000018119812,0.838364875,78.7364603392338,21.0507539717053,True,True,-0.2221862753473744,-0.1562564841032017,-0.1509090821479438,0.240503849749372
FSM,Micronesia (Federated States of),Western Pacific,Lower-middle-income,,,,,,13.3,33.1,0.3,86.7,32.800000000000004,7.78563,14.531262397766112,381.1107177734375,384.1346175055412,16.22584342956543,3508.2236328125,,0.587534967,22.3928762855411,5.28736970826297,False,False,,,,
GAB,Gabon,African,Upper-middle-income,,,,,,90.0,95.4,47.0,10.0,48.400000000000006,26.28642,1.8312718868255613,54.036598205566406,55.01465586492297,7.558610916137695,8181.4091796875,0.6869999766349792,0.634691393,90.7881967286967,3.99541890048563,False,False,,,,
GBR,The United Kingdom,European,High-income,36.7,28.5,22.4,12.4,29.2,100.0,100.0,100.0,0.0,0.0,9.51575,49.1778678894043,906.9680786132812,923.3417808220732,31.531354904174805,46926.4765625,0.930999994277954,0.859000182,82.9886431523641,18.7186487679579,True,True,0.9128040341967782,0.6895179032135583,0.6971370938259712,-0.4686269987993626
GEO,Georgia,European,Upper-middle-income,5.4,5.8,6.3,7.6,5.833333333333333,89.6,97.3,79.6,10.400000000000006,17.700000000000003,19.06419,8.340560913085938,176.8689422607422,179.42104825963457,6.192600727081299,5083.60693359375,0.8090000152587891,0.732473604,59.4293560618005,14.9888437253115,True,True,-0.4722356634055268,-0.56091963556023,-0.5577354635656394,-0.2981474552792125
GHA,Ghana,African,Lower-middle-income,0.6,0.5,0.4,0.3,0.5,28.3,43.2,10.7,71.7,32.5,46.04334,1.408474683761597,40.68126678466797,40.96439756372123,2.039450168609619,2445.1865234375,0.6000000238418579,0.56493039,56.6952556826536,3.50669069594339,True,True,-0.0169265272837777,0.0019084998171112,0.0004330844739853963,0.6706114465111813
GIN,Guinea,African,Lower-middle-income,,,,,,1.0,2.2,0.1,99.0,2.1,37.57394,1.0810781717300415,40.33590316772461,40.7040615620024,2.8444862365722656,1244.9654541015625,0.4670000076293946,0.336401293,36.8502178436256,3.43128298700421,False,False,,,,
GMB,Gambia,African,Low-income,1.0,0.8,0.7,0.5,0.8333333333333334,1.7,2.4,0.2,98.3,2.2,39.10354,0.4066529273986816,11.336556434631348,11.47324749922064,1.3133505582809448,781.8909301757811,0.4900000095367432,0.40971416,62.7550706637859,2.82128229728966,True,True,0.1006189488835272,0.0566179833008207,0.0580373882783218,0.746119427672412
GNB,Guinea-Bissau,African,Low-income,1.1,0.9,0.7,0.5,0.9,1.0,2.0,0.0,99.0,2.0,34.84998,0.7134567499160767,24.562545776367188,25.02339417317656,3.960088014602661,912.484130859375,0.4819999933242798,0.353109621,44.7334136962891,3.04676197754902,True,True,0.0807579368975358,0.0657841759302367,0.0670752172363859,0.6489591050568096
GNQ,Equatorial Guinea,African,Upper-middle-income,,,,,,23.0,30.2,3.3,77.0,26.9,25.66867,1.5139917135238647,49.084564208984375,50.058037483789,8.077919006347656,6945.630859375,0.6470000147819519,0.657857456,70.6431215020592,3.52077981039768,False,False,,,,
GRC,Greece,European,High-income,44.4,40.5,37.0,30.6,40.63333333333333,100.0,100.0,100.0,0.0,0.0,14.62251,30.95929718017578,623.298095703125,633.1669960462126,18.15542984008789,20654.701171875,0.8870000243186951,0.791854408,78.3884898647442,22.8389533365326,True,True,-0.5476300443941733,-0.6534543138897486,-0.6485919859333985,0.2419030752942244
GRD,Grenada,Americas,Upper-middle-income,,,,,,87.2,94.0,86.7,12.799999999999995,7.299999999999997,10.08384,7.188346862792969,161.58645629882812,163.54447135817583,6.956168174743652,9622.240234375,,0.668993028,36.2831603706908,11.2278521692555,False,False,,,,
GTM,Guatemala,Americas,Upper-middle-income,3.2,2.8,2.4,1.7,2.8000000000000003,43.7,68.4,15.3,56.3,53.10000000000001,20.74787,2.3049473762512207,58.99559783935547,59.79644634586644,5.02072811126709,4912.6220703125,0.6299999952316284,0.539972424,54.9047071553758,4.5768111594693,True,True,0.0974595754142522,0.0626937954270407,0.0635765131067069,-0.036969599225743
GUY,Guyana,Americas,High-income,5.7,4.5,3.6,2.2,4.6,100.0,100.0,100.0,0.0,0.0,11.10584,4.613398551940918,111.7533187866211,112.90550952761446,5.324008464813232,9860.8701171875,0.7210000157356262,0.650812335,26.443303961947,6.08125010729851,True,True,-0.0028044069427365,0.008474381277604,0.0066043497272923,-0.7585904521051313
HND,Honduras,Americas,Lower-middle-income,3.3,2.8,2.4,1.7,2.833333333333333,48.9,72.7,23.3,51.1,49.400000000000006,18.93138,3.072009563446045,84.43437194824219,87.00541520205958,17.85304069519043,2735.1474609375,0.6200000047683716,0.513037248,57.3550236357547,4.0706416641638,True,True,0.2449455767287172,0.2277978505410472,0.2336049339359703,-0.1276204548445727
HRV,Croatia,European,High-income,27.5,29.4,31.6,37.3,29.5,100.0,100.0,100.0,0.0,0.0,15.28803,44.20336532592773,954.0293579101561,967.2425487869652,22.83368682861328,17789.9296875,0.8669999837875366,0.798341027,56.7683502560171,22.1006673274542,True,True,0.443009624078354,0.6280569445459149,0.6253114298104747,0.473944775732883
HTI,Haiti,Americas,Lower-middle-income,5.7,4.7,3.9,2.5,4.766666666666667,4.2,6.4,1.3,95.8,5.1000000000000005,9.69133,4.767031669616699,124.32252502441406,125.33771744550148,6.376661777496338,1835.4439697265625,0.5509999990463257,0.448278285,53.2460637918026,4.48425551488204,True,True,0.3174409876356105,0.3093550767532724,0.3094118255551152,0.073098724163496
HUN,Hungary,European,High-income,31.9,30.8,29.9,28.1,30.866666666666664,100.0,100.0,100.0,0.0,0.0,14.24457,63.453269958496094,1404.475341796875,1420.292747159995,33.486358642578125,19030.62890625,0.8460000157356262,0.790754768,70.2059275331413,20.4050134893418,True,True,1.640048154021008,2.086483475063904,2.0695349124527667,0.1521690653380271
