"Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit.","Table S8. First-stage historical smoking model coefficients, diagnostics, VIF, and fit."
Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.,Subtable 1. First stage coefficients hc3.
Model id,Model label,Model label,Stage,Stage,Covariate set,Outcome,Outcome label,Outcome label,Formula,Formula,Term label,P label,Term,Term,Estimate,Estimate,Robust se,Statistic,P value,P value,Conf low,Conf low,Conf high
Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.,Subtable 4. First stage vif.
Model id,Model id,Model id,Stage,Stage,Stage,Covariate set,Covariate set,Covariate set,Outcome,Outcome,Outcome,Term,Term,Term,VIF,VIF,VIF,Gvif,Gvif,Gvif,Gvif adj,Gvif adj,Gvif adj
S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC mortality,z female LC mortality,z female LC mortality,z historical smoking,z historical smoking,z historical smoking,NA,NA,NA,1.850723844199603,1.850723844199603,1.850723844199603,1.360413115270359,1.360413115270359,1.360413115270359
S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC mortality,z female LC mortality,z female LC mortality,z logGDP,z logGDP,z logGDP,NA,NA,NA,3.898314213466428,3.898314213466428,3.898314213466428,1.974414904083341,1.974414904083341,1.974414904083341
S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC mortality,z female LC mortality,z female LC mortality,z urbanisation,z urbanisation,z urbanisation,NA,NA,NA,2.5272288903067253,2.5272288903067253,2.5272288903067253,1.5897260425327142,1.5897260425327142,1.5897260425327142
S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC mortality,z female LC mortality,z female LC mortality,z age65,z age65,z age65,NA,NA,NA,3.8662272651687943,3.8662272651687943,3.8662272651687943,1.9662724290313371,1.9662724290313371,1.9662724290313371
S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,S6 z female LC mortality primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC mortality,z female LC mortality,z female LC mortality,WHO region model,WHO region model,WHO region model,NA,NA,NA,4.164636185948561,4.164636185948561,4.164636185948561,1.1533409358406042,1.1533409358406042,1.1533409358406042
S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC mortality,z female LC mortality,z female LC mortality,z historical smoking,z historical smoking,z historical smoking,NA,NA,NA,1.894008294269978,1.894008294269978,1.894008294269978,1.376229738913521,1.376229738913521,1.376229738913521
S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC mortality,z female LC mortality,z female LC mortality,z SDI,z SDI,z SDI,NA,NA,NA,4.851898008345894,4.851898008345894,4.851898008345894,2.202702433000403,2.202702433000403,2.202702433000403
S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC mortality,z female LC mortality,z female LC mortality,z urbanisation,z urbanisation,z urbanisation,NA,NA,NA,2.433259766465749,2.433259766465749,2.433259766465749,1.5598909469785858,1.5598909469785858,1.5598909469785858
S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC mortality,z female LC mortality,z female LC mortality,z age65,z age65,z age65,NA,NA,NA,4.195617248059924,4.195617248059924,4.195617248059924,2.048320592109527,2.048320592109527,2.048320592109527
S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,S6 z female LC mortality sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC mortality,z female LC mortality,z female LC mortality,WHO region model,WHO region model,WHO region model,NA,NA,NA,4.792620435001348,4.792620435001348,4.792620435001348,1.169653712233605,1.169653712233605,1.169653712233605
S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC mortality,z female LC mortality,z female LC mortality,z historical smoking,z historical smoking,z historical smoking,NA,NA,NA,2.059061030146348,2.059061030146348,2.059061030146348,1.4349428665094468,1.4349428665094468,1.4349428665094468
S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC mortality,z female LC mortality,z female LC mortality,z HDI,z HDI,z HDI,NA,NA,NA,6.417481217512917,6.417481217512917,6.417481217512917,2.5332748010259203,2.5332748010259203,2.5332748010259203
S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC mortality,z female LC mortality,z female LC mortality,z urbanisation,z urbanisation,z urbanisation,NA,NA,NA,2.5332356746174187,2.5332356746174187,2.5332356746174187,1.5916141726616468,1.5916141726616468,1.5916141726616468
S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC mortality,z female LC mortality,z female LC mortality,z age65,z age65,z age65,NA,NA,NA,5.314548374320636,5.314548374320636,5.314548374320636,2.3053304262774645,2.3053304262774645,2.3053304262774645
S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,S6 z female LC mortality sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC mortality,z female LC mortality,z female LC mortality,WHO region model,WHO region model,WHO region model,NA,NA,NA,4.904010000976811,4.904010000976811,4.904010000976811,1.1723441879880674,1.1723441879880674,1.1723441879880674
S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC YLL,z female LC YLL,z female LC YLL,z historical smoking,z historical smoking,z historical smoking,NA,NA,NA,1.8507238441996028,1.8507238441996028,1.8507238441996028,1.360413115270359,1.360413115270359,1.360413115270359
S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC YLL,z female LC YLL,z female LC YLL,z logGDP,z logGDP,z logGDP,NA,NA,NA,3.8983142134664335,3.8983142134664335,3.8983142134664335,1.9744149040833423,1.9744149040833423,1.9744149040833423
S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC YLL,z female LC YLL,z female LC YLL,z urbanisation,z urbanisation,z urbanisation,NA,NA,NA,2.52722889030673,2.52722889030673,2.52722889030673,1.5897260425327158,1.5897260425327158,1.5897260425327158
S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC YLL,z female LC YLL,z female LC YLL,z age65,z age65,z age65,NA,NA,NA,3.8662272651688014,3.8662272651688014,3.8662272651688014,1.966272429031339,1.966272429031339,1.966272429031339
S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,S6 z female LC YLL primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC YLL,z female LC YLL,z female LC YLL,WHO region model,WHO region model,WHO region model,NA,NA,NA,4.164636185948572,4.164636185948572,4.164636185948572,1.1533409358406044,1.1533409358406044,1.1533409358406044
S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC YLL,z female LC YLL,z female LC YLL,z historical smoking,z historical smoking,z historical smoking,NA,NA,NA,1.8940082942699763,1.8940082942699763,1.8940082942699763,1.3762297389135203,1.3762297389135203,1.3762297389135203
S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC YLL,z female LC YLL,z female LC YLL,z SDI,z SDI,z SDI,NA,NA,NA,4.851898008345888,4.851898008345888,4.851898008345888,2.2027024330004012,2.2027024330004012,2.2027024330004012
S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC YLL,z female LC YLL,z female LC YLL,z urbanisation,z urbanisation,z urbanisation,NA,NA,NA,2.433259766465746,2.433259766465746,2.433259766465746,1.5598909469785849,1.5598909469785849,1.5598909469785849
S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC YLL,z female LC YLL,z female LC YLL,z age65,z age65,z age65,NA,NA,NA,4.195617248059918,4.195617248059918,4.195617248059918,2.0483205921095258,2.0483205921095258,2.0483205921095258
S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,S6 z female LC YLL sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC YLL,z female LC YLL,z female LC YLL,WHO region model,WHO region model,WHO region model,NA,NA,NA,4.79262043500134,4.79262043500134,4.79262043500134,1.1696537122336048,1.1696537122336048,1.1696537122336048
S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC YLL,z female LC YLL,z female LC YLL,z historical smoking,z historical smoking,z historical smoking,NA,NA,NA,2.0590610301463514,2.0590610301463514,2.0590610301463514,1.434942866509448,1.434942866509448,1.434942866509448
S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC YLL,z female LC YLL,z female LC YLL,z HDI,z HDI,z HDI,NA,NA,NA,6.417481217512929,6.417481217512929,6.417481217512929,2.533274801025923,2.533274801025923,2.533274801025923
S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC YLL,z female LC YLL,z female LC YLL,z urbanisation,z urbanisation,z urbanisation,NA,NA,NA,2.5332356746174223,2.5332356746174223,2.5332356746174223,1.591614172661648,1.591614172661648,1.591614172661648
S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC YLL,z female LC YLL,z female LC YLL,z age65,z age65,z age65,NA,NA,NA,5.31454837432065,5.31454837432065,5.31454837432065,2.3053304262774676,2.3053304262774676,2.3053304262774676
S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,S6 z female LC YLL sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC YLL,z female LC YLL,z female LC YLL,WHO region model,WHO region model,WHO region model,NA,NA,NA,4.904010000976821,4.904010000976821,4.904010000976821,1.1723441879880676,1.1723441879880676,1.1723441879880676
S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC DALY,z female LC DALY,z female LC DALY,z historical smoking,z historical smoking,z historical smoking,NA,NA,NA,1.8507238441996043,1.8507238441996043,1.8507238441996043,1.3604131152703594,1.3604131152703594,1.3604131152703594
S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC DALY,z female LC DALY,z female LC DALY,z logGDP,z logGDP,z logGDP,NA,NA,NA,3.8983142134664384,3.8983142134664384,3.8983142134664384,1.9744149040833434,1.9744149040833434,1.9744149040833434
S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC DALY,z female LC DALY,z female LC DALY,z urbanisation,z urbanisation,z urbanisation,NA,NA,NA,2.5272288903067315,2.5272288903067315,2.5272288903067315,1.5897260425327162,1.5897260425327162,1.5897260425327162
S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC DALY,z female LC DALY,z female LC DALY,z age65,z age65,z age65,NA,NA,NA,3.866227265168805,3.866227265168805,3.866227265168805,1.9662724290313398,1.9662724290313398,1.9662724290313398
S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,S6 z female LC DALY primary logGDP,Step 6,Step 6,Step 6,primary logGDP,primary logGDP,primary logGDP,z female LC DALY,z female LC DALY,z female LC DALY,WHO region model,WHO region model,WHO region model,NA,NA,NA,4.164636185948574,4.164636185948574,4.164636185948574,1.1533409358406044,1.1533409358406044,1.1533409358406044
S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC DALY,z female LC DALY,z female LC DALY,z historical smoking,z historical smoking,z historical smoking,NA,NA,NA,1.8940082942699779,1.8940082942699779,1.8940082942699779,1.376229738913521,1.376229738913521,1.376229738913521
S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC DALY,z female LC DALY,z female LC DALY,z SDI,z SDI,z SDI,NA,NA,NA,4.851898008345901,4.851898008345901,4.851898008345901,2.2027024330004044,2.2027024330004044,2.2027024330004044
S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC DALY,z female LC DALY,z female LC DALY,z urbanisation,z urbanisation,z urbanisation,NA,NA,NA,2.433259766465749,2.433259766465749,2.433259766465749,1.5598909469785858,1.5598909469785858,1.5598909469785858
S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC DALY,z female LC DALY,z female LC DALY,z age65,z age65,z age65,NA,NA,NA,4.195617248059926,4.195617248059926,4.195617248059926,2.0483205921095275,2.0483205921095275,2.0483205921095275
S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,S6 z female LC DALY sensitivity SDI,Step 6,Step 6,Step 6,sensitivity SDI,sensitivity SDI,sensitivity SDI,z female LC DALY,z female LC DALY,z female LC DALY,WHO region model,WHO region model,WHO region model,NA,NA,NA,4.79262043500135,4.79262043500135,4.79262043500135,1.169653712233605,1.169653712233605,1.169653712233605
S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC DALY,z female LC DALY,z female LC DALY,z historical smoking,z historical smoking,z historical smoking,NA,NA,NA,2.0590610301463532,2.0590610301463532,2.0590610301463532,1.4349428665094486,1.4349428665094486,1.4349428665094486
S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC DALY,z female LC DALY,z female LC DALY,z HDI,z HDI,z HDI,NA,NA,NA,6.4174812175129405,6.4174812175129405,6.4174812175129405,2.533274801025925,2.533274801025925,2.533274801025925
S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC DALY,z female LC DALY,z female LC DALY,z urbanisation,z urbanisation,z urbanisation,NA,NA,NA,2.533235674617427,2.533235674617427,2.533235674617427,1.5916141726616495,1.5916141726616495,1.5916141726616495
S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC DALY,z female LC DALY,z female LC DALY,z age65,z age65,z age65,NA,NA,NA,5.31454837432066,5.31454837432066,5.31454837432066,2.30533042627747,2.30533042627747,2.30533042627747
S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,S6 z female LC DALY sensitivity HDI,Step 6,Step 6,Step 6,sensitivity HDI,sensitivity HDI,sensitivity HDI,z female LC DALY,z female LC DALY,z female LC DALY,WHO region model,WHO region model,WHO region model,NA,NA,NA,4.904010000976826,4.904010000976826,4.904010000976826,1.1723441879880676,1.1723441879880676,1.1723441879880676
Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step6 7 modeling: step6 first stage coefficients hc3; step6 7 modeling: step6 first stage model fit; step6 7 modeling: step6 first stage diagnostics; step6 7 modeling: step6 first stage VIF.
